name,id,top_category,rating,review_count,postal_code
,,,,,
Panera Bread,panera-bread-staten-island-2,sandwiches,3,17,10309
,,,,,
Z Two Restaurant Diner and Lounge,z-two-restaurant-diner-and-lounge-staten-island,diners,3,110,10309
,,,,,
Pronto Pizza,pronto-pizza-staten-island-4,pizza,3,30,10309
,,,,,
Cheeburger Cheeburger,cheeburger-cheeburger-staten-island,burgers,3,70,10309
,,,,,
Il Forno Pizzeria,il-forno-pizzeria-staten-island,pizza,4.5,18,10309
,,,,,
Aunt Butchies of Brooklyn,aunt-butchies-of-brooklyn-staten-island,italian,4,73,10309
,,,,,
Nucci's South,nuccis-south-staten-island,italian,4,57,10309
,,,,,
Project Brunch,project-brunch-charleston,breakfast_brunch,3.5,116,10309
,,,,,
DaddyO's BBQ and Sports Bar,daddyos-bbq-and-sports-bar-staten-island,bbq,4,215,10309
,,,,,
Domenico's Pizzeria,domenicos-pizzeria-staten-island-3,pizza,4,33,10309
,,,,,
Cucumber Sushi and Salad Bar,cucumber-sushi-and-salad-bar-staten-island,japanese,4,63,10309
,,,,,
Certo's Gourmet Foods & Caterers,certos-gourmet-foods-and-caterers-staten-island,delis,3.5,8,10309
,,,,,
Casa Chonita,casa-chonita-west-brighton-2,mexican,5,8,10310
,,,,,
Pronto Pizza,pronto-pizza-staten-island-5,pizza,3,25,10310
,,,,,
Pasticceria Bruno,pasticceria-bruno-staten-island-2,bakeries,4,105,10310
,,,,,
On Your Mark Cafe,on-your-mark-cafe-staten-island,breakfast_brunch,5,9,10310
,,,,,
Fab Cup,fab-cup-staten-island,coffee,4,68,10310
,,,,,
Dick's Delicatessen,dicks-delicatessen-staten-island,delis,3,17,10310
,,,,,
3 Guys Sushi,3-guys-sushi-staten-island,japanese,4,40,10310
,,,,,
Kyoto Sushi V,kyoto-sushi-v-staten-island-3,japanese,3.5,34,10301
,,,,,
Ocean Sushi,ocean-sushi-staten-island,sushi,5,80,10312
,,,,,
Twisted Dish Tavern,twisted-dish-tavern-staten-island,comfortfood,3.5,92,10312
,,,,,
Giovannis Trattoria,giovannis-trattoria-staten-island,italian,4.5,38,10312
,,,,,
Campania,campania-eltingville,pizza,4,110,10312
,,,,,
Miller's Ale House - Staten Island,millers-ale-house-staten-island-staten-island,seafood,3,213,10314
,,,,,
Standard Burger,standard-burger-staten-island,burgers,3.5,191,10308
,,,,,
Giuliana's,giulianas-staten-island,italian,4,50,10308
,,,,,
Coles Dockside Restaurant,coles-dockside-restaurant-staten-island,seafood,4,64,10308
,,,,,
The Station Gastropub/Steakhouse,the-station-gastropub-steakhouse-carteret,newamerican,4,39,7008
,,,,,
Da Noi,da-noi-staten-island-6,italian,4,55,10314
,,,,,
Burger Express,burger-express-carteret-2,burgers,4,52,7008
,,,,,
Busanka Take Out Restaurant,busanka-take-out-restaurant-port-reading,fooddeliveryservices,4.5,10,7064
,,,,,
Jezif Fried Chicken & Pizza,jezif-fried-chicken-and-pizza-carteret,pizza,4.5,28,7008
,,,,,
The Halal Spot,the-halal-spot-carteret,halal,4.5,38,7008
,,,,,
Staten Island Diner,staten-island-diner-staten-island,diners,4,66,10314
,,,,,
Joe & Pat's,joe-and-pats-staten-island,pizza,3.5,262,10314
,,,,,
Sunlight Restaurant,sunlight-restaurant-bronx,diners,4,26,10451
,,,,,
Sam's Soul Food Restaurant Bar & Lounge,sams-soul-food-restaurant-bar-and-lounge-bronx,soulfood,3.5,44,10451
,,,,,
La Isla Cuchifrito,la-isla-cuchifrito-bronx,spanish,4,13,10451
,,,,,
Franco's,francos-new-york-2,juicebars,4.5,32,10451
,,,,,
Xochimilco Family Restaurant,xochimilco-family-restaurant-bronx,mexican,4.5,44,10455
,,,,,
Landin Mac & Cheese,landin-mac-and-cheese-bronx,tradamerican,4.5,80,10455
,,,,,
Fauzia's Heavenly Delights,fauzias-heavenly-delights-bronx,caribbean,4.5,24,10451
,,,,,
Banana Deli,banana-deli-bronx,delis,4.5,9,10452
,,,,,
La Morada Restaurant,la-morada-restaurant-bronx,mexican,4.5,80,10454
,,,,,
Mexicozina,mexicozina-bronx,mexican,4,60,10455
,,,,,
Bronx Drafthouse,bronx-drafthouse-bronx,newamerican,4.5,51,10452
,,,,,
Feeding Tree,feeding-tree-bronx,caribbean,4,86,10452
,,,,,
Los Nisperos,los-nisperos-new-york,peruvian,4.5,25,10455
,,,,,
Charlie's Bar & Kitchen,charlies-bar-and-kitchen-bronx,newamerican,4,174,10454
,,,,,
Falafel King,falafel-king-bronx-2,falafel,5,5,
,,,,,
Cafe Cousina Restaurant,cafe-cousina-restaurant-new-york,newamerican,5,8,10452
,,,,,
Corner Style Jamaican & American,corner-style-jamaican-and-american-bronx,caribbean,4,30,10452
,,,,,
Carl's Steaks,carls-steaks-bronx,steak,4,9,10452
,,,,,
Luigi's Pizzaria,luigis-pizzaria-mount-eden,pizza,5,7,10452
,,,,,
Hungry Bird,hungry-bird-bronx-2,indpak,4.5,104,10456
,,,,,
La Yola,la-yola-new-york,hotdogs,4,14,10033
,,,,,
Elena's Restaurant Authentic Mexican Cusine,elenas-restaurant-authentic-mexican-cusine-new-york,mexican,3.5,20,10453
,,,,,
Yoly Restaurant,yoly-restaurant-bronx,latin,4,11,10452
,,,,,
Patacon Pisao Truck,patacon-pisao-truck-washington-heights,foodtrucks,4.5,64,10034
,,,,,
Dallas BBQ,dallas-bbq-bronx,bbq,3,143,10468
,,,,,
Tacos El Paisa,tacos-el-paisa-new-york,mexican,3.5,64,10040
,,,,,
Ebe Ye Yie,ebe-ye-yie-bronx,african,4.5,17,10468
,,,,,
RJC Family's Cafe,rjc-familys-cafe-bronx-2,mexican,4.5,22,10468
,,,,,
Pio Pio 4,pio-pio-4-bronx-3,latin,3.5,119,10454
,,,,,
Jalisco Tacos,jalisco-tacos-bronx,mexican,4.5,13,10454
,,,,,
Jimbos Hamburger Palace,jimbos-hamburger-palace-bronx-6,burgers,4,14,10454
,,,,,
Ceetay,ceetay-bronx,sushi,4.5,204,10454
,,,,,
Mexicocina,mexicocina-bronx-3,mexican,4,97,10455
,,,,,
Fresco Pizza and Pasta,fresco-pizza-and-pasta-bronx,italian,4,62,10455
,,,,,
Balimaya,balimaya-bronx,african,4.5,3,10451
,,,,,
Angies Cafe & Pizza,angies-cafe-and-pizza-bronx,pizza,4,19,10451
,,,,,
El Jalapenos,el-jalapenos-bronx-3,mexican,4,6,10455
,,,,,
Venice Restaurant & Pizzeria,venice-restaurant-and-pizzeria-bronx,italian,3.5,28,10455
,,,,,
Lechonera La Piraña,lechonera-la-piraña-bronx,foodstands,4.5,11,10455
,,,,,
Bona Pizza,bona-pizza-bronx,pizza,4.5,10,10455
,,,,,
El Porton,el-porton-bronx,mexican,4.5,6,10455
,,,,,
Mama Isabel's,mama-isabels-new-york,latin,4,4,10455
,,,,,
El Valle Restaurant,el-valle-restaurant-new-york,spanish,3,20,10455
,,,,,
Kaylah's Hut,kaylahs-hut-bronx,caribbean,3.5,9,10455
,,,,,
El Dorado Cafe,el-dorado-cafe-bronx,salad,4.5,7,10455
,,,,,
Caribbean Hut,caribbean-hut-west-bronx,caribbean,4.5,7,10451
,,,,,
Giovani's Big Pizza,giovanis-big-pizza-bronx-2,pizza,4.5,6,10459
,,,,,
Perry's Coffee Shop,perrys-coffee-shop-bronx-2,delis,4,19,10455
,,,,,
Jimbo's Hamburger Palace,jimbos-hamburger-palace-bronx-7,burgers,4.5,4,10455
,,,,,
Cinco De Mayo,cinco-de-mayo-bronx,mexican,4,61,10451
,,,,,
El Nuevo Bohio,el-nuevo-bohio-bronx,spanish,3.5,22,10456
,,,,,
Restaurante Lechonera & Pollo Sabroso,restaurante-lechonera-and-pollo-sabroso-new-york,caribbean,4,19,10456
,,,,,
Bognan International West African Restaurant,bognan-international-west-african-restaurant-bronx,african,4.5,13,10456
,,,,,
Papaye Restaurant,papaye-restaurant-bronx,african,3.5,20,10456
,,,,,
Symphony Diner,symphony-diner-bronx,coffee,3.5,11,10451
,,,,,
Prospect Coffee Shop,prospect-coffee-shop-bronx,tradamerican,4,10,10459
,,,,,
King Grill,king-grill-bronx,latin,4.5,9,10459
,,,,,
La Nueva Win Hing Restaurant,la-nueva-win-hing-restaurant-bronx,chinese,3.5,15,10452
,,,,,
Johnson's BBQ,johnsons-bbq-bronx,bbq,4,16,10456
,,,,,
La Lechonera Criolla,la-lechonera-criolla-bronx,latin,3.5,9,10457
,,,,,
Cosmo's Restaurant,cosmos-restaurant-bronx,diners,4.5,12,10457
,,,,,
El Nuevo Bohio Lechonera,el-nuevo-bohio-lechonera-bronx,latin,3.5,71,10460
,,,,,
Estrellita Poblana III,estrellita-poblana-iii-bronx,mexican,4,82,10458
,,,,,
Roberto's,robertos-bronx,italian,4,182,10458
,,,,,
Dominick's Restaurant,dominicks-restaurant-bronx,italian,4,235,10458
,,,,,
Mike's Deli,mikes-deli-bronx,catering,4.5,137,10458
,,,,,
The Bronx Beer Hall,the-bronx-beer-hall-bronx,newamerican,4,100,10458
,,,,,
Cafe al Mercato,cafe-al-mercato-bronx,italian,5,18,10458
,,,,,
Estrella Poblanita,estrella-poblanita-bronx,mexican,4,29,10458
,,,,,
Trattoria Zero Otto Nove,trattoria-zero-otto-nove-bronx,italian,4,481,10458
,,,,,
Blue Mediterranean Restaurant,blue-mediterranean-restaurant-bronx,mediterranean,4,71,10458
,,,,,
Antonio's Trattoria,antonios-trattoria-bronx,italian,4.5,374,10458
,,,,,
Full Moon Pizzeria,full-moon-pizzeria-bronx,pizza,4,167,10458
,,,,,
Casa Della Mozzarella Italian Deli,casa-della-mozzarella-italian-deli-bronx,delis,4.5,100,10458
,,,,,
Borgatti's Ravioli & Egg Noodles,borgattis-ravioli-and-egg-noodles-bronx-2,gourmet,5,110,10458
,,,,,
House of Antojitos,house-of-antojitos-bronx,hotdogs,4,9,10458
,,,,,
Pizza Studio,pizza-studio-bronx,pizza,4.5,43,10458
,,,,,
Rams Deli Plus,rams-deli-plus-west-bronx,delis,5,4,10458
,,,,,
Pugsley Pizza,pugsley-pizza-bronx,pizza,4.5,79,10458
,,,,,
Hudson Garden Grill,hudson-garden-grill-bronx,newamerican,4,57,10458
,,,,,
Little China City,little-china-city-bronx,chinese,4.5,13,10458
,,,,,
Michaelangelo's Little Italy,michaelangelos-little-italy-bronx,lounges,4,113,10458
,,,,,
Nicks Garden Coffee Shop,nicks-garden-coffee-shop-new-york,diners,4,16,10458
,,,,,
3 Way Restaurant,3-way-restaurant-bronx,latin,3.5,47,10458
,,,,,
Tino's Delicatessen,tinos-delicatessen-bronx,delis,4.5,147,10458
,,,,,
Halaloo Food,halaloo-food-bronx,mideastern,5,12,10458
,,,,,
Planet Wings,planet-wings-bronx-4,chicken_wings,3.5,36,10458
,,,,,
Fordham Restaurant,fordham-restaurant-bronx,diners,4,15,10458
,,,,,
Happy Wok No 1,happy-wok-no-1-bronx,chinese,3.5,8,10459
,,,,,
Tulcimex Corporation,tulcimex-corporation-bronx,delis,3.5,10,10459
,,,,,
El Valle Restaurant,el-valle-restaurant-new-york-3,newamerican,3.5,16,10459
,,,,,
Vista Hermosa Restaurant,vista-hermosa-restaurant-bronx,mexican,4.5,23,10472
,,,,,
El Pabellon De Oro,el-pabellon-de-oro-bronx,latin,4,27,10472
,,,,,
Burger Hut,burger-hut-bronx,burgers,4,11,10472
,,,,,
The Point Cafe and Bascom Catering,the-point-cafe-and-bascom-catering-new-york,cafes,5,6,10474
,,,,,
Gourmet Oasis,gourmet-oasis-bronx,mexican,5,1,10472
,,,,,
Yankee J-Z Pizza,yankee-j-z-pizza-bronx,pizza,4.5,39,10472
,,,,,
Cea-Lo Cafe,cea-lo-cafe-bronx,soulfood,3.5,45,10472
,,,,,
Roy's Restaurant & Bar,roys-restaurant-and-bar-bronx-2,restaurants,3.5,15,10460
,,,,,
El Salvadoreño,el-salvadoreño-new-york,spanish,4,12,10460
,,,,,
Fine Food Cuisine,fine-food-cuisine-east-bronx,newamerican,5,10,10462
,,,,,
Anthony's Pizza,anthonys-pizza-bronx,pizza,4.5,15,10462
,,,,,
THAI NO. 1,thai-no-1-east-bronx,thai,3.5,111,10462
,,,,,
Joe's Italian Deli,joes-italian-deli-bronx-3,delis,4.5,29,10458
,,,,,
Chick N Ribs,chick-n-ribs-bronx,soulfood,4,44,10462
,,,,,
The Grill House,the-grill-house-bronx,mideastern,4,20,10462
,,,,,
Shangerila Restaurant,shangerila-restaurant-bronx,sushi,3,134,10461
,,,,,
Pruzzo's Stop One Deli,pruzzos-stop-one-deli-bronx,delis,4.5,30,10461
,,,,,
Mexico Magico,mexico-magico-bronx,mexican,3.5,56,10461
,,,,,
Lucca,lucca-bronx,italian,4,29,10461
,,,,,
Mangia's Brick Oven Pizza and Pasta,mangias-brick-oven-pizza-and-pasta-bronx,pizza,4,48,10461
,,,,,
Crosby Pizza Stop,crosby-pizza-stop-bronx,pizza,4,50,10461
,,,,,
Shamrock Inn,shamrock-inn-bronx,newamerican,4.5,18,10461
,,,,,
Honey's Thai Pavilion,honeys-thai-pavilion-bronx,thai,3.5,174,10461
,,,,,
Top Tortillas,top-tortillas-bronx,mexican,4,32,10461
,,,,,
Da Franco & Tony Ristorante,da-franco-and-tony-ristorante-bronx,italian,4.5,46,10461
,,,,,
Chirping Chicken,chirping-chicken-bronx,bbq,3.5,37,10461
,,,,,
Frank's Pizzeria,franks-pizzeria-bronx,pizza,4.5,50,10461
,,,,,
Sushi Q,sushi-q-bronx,sushi,3.5,60,10461
,,,,,
Monte Grab & Go Market,monte-grab-and-go-market-east-bronx,sandwiches,4.5,10,10461
,,,,,
Good To Go,good-to-go-bronx-2,tradamerican,3.5,132,10461
,,,,,
Tana Thai,tana-thai-bronx,thai,4,57,10461
,,,,,
Pine Bar & Grill,pine-bar-and-grill-bronx,newamerican,3,241,10461
,,,,,
Big Taste Halal Food,big-taste-halal-food-bronx,mideastern,5,18,10461
,,,,,
Cestra's Pizza,cestras-pizza-bronx-2,pizza,4.5,21,10461
,,,,,
The Famous Emilio's Pizza,the-famous-emilios-pizza-bronx,italian,4,28,10461
,,,,,
Venice Pizzeria & Restaurant,venice-pizzeria-and-restaurant-bronx,pizza,4,25,10462
,,,,,
Taqueria Tlaxcalli,taqueria-tlaxcalli-bronx,mexican,4.5,384,10462
,,,,,
Naan Shack,naan-shack-bronx,indpak,4,39,10462
,,,,,
Sabor Latino Seafood Restaurant,sabor-latino-seafood-restaurant-bronx,seafood,3.5,25,10462
,,,,,
Packsun Halal Chicken,packsun-halal-chicken-bronx,halal,4.5,7,10462
,,,,,
Step In Restaurant,step-in-restaurant-bronx,lounges,3.5,69,10462
,,,,,
Estrellita Poblana,estrellita-poblana-bronx,mexican,4,175,10462
,,,,,
Lucky Star Chinese Restaurant,lucky-star-chinese-restaurant-bronx,chinese,4,16,10472
,,,,,
George's Diner & Cafe,georges-diner-and-cafe-bronx,diners,4.5,83,10462
,,,,,
Sabrosura Restaurant,sabrosura-restaurant-bronx,latin,4,170,10462
,,,,,
New General Tso's Restaurant,new-general-tsos-restaurant-bronx,chinese,4,12,10472
,,,,,
Kai Sushi Asian Fusion,kai-sushi-asian-fusion-bronx,asianfusion,4,131,10461
,,,,,
Golden Eagle Restaurant,golden-eagle-restaurant-bronx,diners,3.5,41,10462
,,,,,
La Masa,la-masa-bronx,comfortfood,4.5,184,10462
,,,,,
Healthy Fresh,healthy-fresh-bronx-2,salad,4.5,18,10461
,,,,,
Healthy Fresh,healthy-fresh-bronx,breakfast_brunch,4.5,22,10461
,,,,,
Tibbett Diner,tibbett-diner-bronx,diners,4,57,10463
,,,,,
Estrellita Poblana V,estrellita-poblana-v-new-york,mexican,4,83,10463
,,,,,
Loeser's Old Fashioned Kosher Deli,loesers-old-fashioned-kosher-deli-bronx,delis,4.5,62,10463
,,,,,
El Economico Restaurant,el-economico-restaurant-bronx,latin,4,34,10463
,,,,,
Kings Palace Chicken,kings-palace-chicken-bronx-2,chicken_wings,4,9,10463
,,,,,
Louie's Dale Diner,louies-dale-diner-bronx,diners,4,69,10463
,,,,,
Moss Cafe,moss-cafe-bronx-2,cafes,4,49,10463
,,,,,
Liebman's Kosher Delicatessen,liebmans-kosher-delicatessen-bronx,delis,4,168,10463
,,,,,
Picante Picante Mexican Restaurant,picante-picante-mexican-restaurant-bronx-3,mexican,4,101,10463
,,,,,
Moon Star Grill,moon-star-grill-riverdale,asianfusion,4,60,10463
,,,,,
Aoyu Sushi,aoyu-sushi-bronx,japanese,4.5,146,10463
,,,,,
Siam Square,siam-square-bronx,thai,3.5,78,10463
,,,,,
Leche Y Miel Restaurant,leche-y-miel-restaurant-bronx,newamerican,4.5,134,10463
,,,,,
Blackstone Bar & Grill,blackstone-bar-and-grill-bronx,newamerican,4,36,10463
,,,,,
Greek Express,greek-express-bronx,greek,4,176,10463
,,,,,
Yo-Burger,yo-burger-bronx,burgers,4,151,10463
,,,,,
Salvatores of Soho,salvatores-of-soho-bronx,pizza,4,172,10463
,,,,,
An Beal Bocht Cafe,an-beal-bocht-cafe-bronx,irish,4,101,10463
,,,,,
S&S Cheesecake,s-and-s-cheesecake-bronx,desserts,4.5,157,10463
,,,,,
Bronx Alehouse,bronx-alehouse-bronx-2,pubs,4.5,498,10463
,,,,,
City Island Lobster House,city-island-lobster-house-bronx-2,seafood,3.5,287,10464
,,,,,
Archie's Tap & Table,archies-tap-and-table-bronx,newamerican,4.5,39,10464
,,,,,
Seafood City,seafood-city-bronx,seafood,3,154,10464
,,,,,
Artie's Steak & Seafood,arties-steak-and-seafood-bronx-2,seafood,3.5,114,10464
,,,,,
The Original Crab Shanty Restaurant,the-original-crab-shanty-restaurant-bronx,seafood,3.5,492,10464
,,,,,
The Snug,the-snug-city-island,pubs,4.5,21,10464
,,,,,
Bistro SK,bistro-sk-bronx,french,4.5,81,10464
,,,,,
Sammy's Fish Box,sammys-fish-box-bronx-2,seafood,3,417,10464
,,,,,
Johnny's Reef Restaurant,johnnys-reef-restaurant-bronx,seafood,4,290,10464
,,,,,
Tony's Pier Restaurant,tonys-pier-restaurant-bronx,seafood,3.5,105,10464
,,,,,
The Dumplin Shop,the-dumplin-shop-bronx-2,cafes,4,21,10469
,,,,,
Cozy Cottage Restaurant,cozy-cottage-restaurant-bronx,breakfast_brunch,4.5,41,10466
,,,,,
Fish N' Ting,fish-n-ting-bronx,caribbean,4.5,78,10466
,,,,,
Loretta's Pizza,lorettas-pizza-bronx,pizza,4.5,44,10465
,,,,,
Smashburger,smashburger-pelham-manor-2,burgers,3.5,114,10803
,,,,,
Yumi,yumi-pelham-manor,japanese,3.5,111,10803
,,,,,
Five Guys Burgers and Fries,five-guys-burgers-and-fries-pelham-manor,burgers,4,48,10803
,,,,,
Louie & Ernie's Pizza,louie-and-ernies-pizza-bronx-2,pizza,4.5,157,10461
,,,,,
Cabo,cabo-throggs-neck,mexican,4,182,10465
,,,,,
Alley Cat Smokehouse,alley-cat-smokehouse-bronx-2,bbq,4,60,10465
,,,,,
Pastosa Ravioli,pastosa-ravioli-bronx,pastashops,4.5,14,10465
,,,,,
Travesias,travesias-bronx,latin,4.5,237,10465
,,,,,
La Lupita,la-lupita-bronx-2,mexican,4.5,37,10465
,,,,,
Mama Puebla,mama-puebla-bronx,mexican,4,37,10465
,,,,,
Brew Coffehouse,brew-coffehouse-bronx,coffee,4.5,32,10465
,,,,,
The Wicked Wolf,the-wicked-wolf-bronx,steak,4,53,10465
,,,,,
Tommy's Pizza,tommys-pizza-bronx,pizza,4.5,46,10465
,,,,,
Muscle Maker Grill,muscle-maker-grill-bronx,newamerican,4,63,10465
,,,,,
Tosca Cafe,tosca-cafe-bronx,pizza,3.5,380,10465
,,,,,
Havana Cafe,havana-cafe-bronx,cuban,4,455,10461
,,,,,
Acri Cafe,acri-cafe-bronx,italian,4.5,46,10461
,,,,,
Jimmy's Grand Cafe,jimmys-grand-café-east-bronx,diners,4,106,10472
,,,,,
Paula's Soul Cafe,paulas-soul-cafe-east-bronx,seafood,3.5,44,10466
,,,,,
Ali's Roti Shop,alis-roti-shop-bronx,trinidadian,4,41,10466
,,,,,
Kingston Tropical Bakery,kingston-tropical-bakery-bronx,bakeries,4.5,73,10466
,,,,,
Rincon Latino,rincon-latino-bronx,spanish,5,12,10466
,,,,,
Vegans Delight,vegans-delight-new-york,vegan,4.5,16,10469
,,,,,
Ripe Kitchen & Bar,ripe-kitchen-and-bar-mount-vernon,caribbean,4,178,10550
,,,,,
Gold Star Jerk Center,gold-star-jerk-center-bronx-2,caribbean,4,35,10467
,,,,,
Richie Rich Carribean,richie-rich-carribean-bronx,caribbean,4,46,10469
,,,,,
Curry Spot,curry-spot-bronx,indpak,3.5,71,10470
,,,,,
Royal Coach Diner,royal-coach-diner-bronx,diners,3.5,127,10469
,,,,,
Patrizia's of Woodlawn,patrizias-of-woodlawn-bronx,italian,3.5,71,10470
,,,,,
Atlantic Anchor,atlantic-anchor-yonkers,irish,4,29,10704
,,,,,
Lash West Indian And American Cuisine,lash-west-indian-and-american-cuisine-bronx,indpak,4.5,21,10467
,,,,,
Feroza's Restaurant Roti,ferozas-restaurant-roti-bronx,trinidadian,4,65,10467
,,,,,
Lexa Bar & Garden,lexa-bar-and-garden-norwood,cocktailbars,4.5,59,10467
,,,,,
Mexicana Deli Grocery,mexicana-deli-grocery-bronx-2,grocery,4.5,16,10467
,,,,,
Simply Seafood,simply-seafood-east-bronx,seafood,4,34,10467
,,,,,
Tasty Picks,tasty-picks-new-york,juicebars,4,25,10467
,,,,,
Queen Of Tacos,queen-of-tacos-bronx,mexican,3.5,47,10467
,,,,,
China Mia,china-mia-bronx,chinese,4.5,25,10467
,,,,,
Tacos El Bronco II,tacos-el-bronco-ii-bronx,mexican,4.5,55,10462
,,,,,
John & Joe's Pizzeria,john-and-joes-pizzeria-bronx,pizza,4.5,118,10462
,,,,,
Ez Grill NYC,ez-grill-nyc-bronx,mediterranean,4,60,10462
,,,,,
Com Tam Ninh Kieu,com-tam-ninh-kieu-bronx,vietnamese,4,182,10468
,,,,,
Caridad Restaurant,caridad-restaurant-bronx-2,latin,3.5,49,10468
,,,,,
Sazon De Lupita Antojitos Mexicanos,sazon-de-lupita-antojitos-mexicanos-bronx-4,mexican,4,18,10468
,,,,,
Mei Mei Restaurant,mei-mei-restaurant-bronx,chinese,3.5,40,10468
,,,,,
188 Bakery Cuchifrito's,188-bakery-cuchifritos-bronx,bakeries,4,49,10468
,,,,,
Fordham Fried Seafood And Chicken,fordham-fried-seafood-and-chicken-bronx,hotdogs,4.5,15,10458
,,,,,
Las Maravillas de Mexico Restaurant,las-maravillas-de-mexico-restaurant-bronx,mexican,4,21,10468
,,,,,
Nick's Pizza Restaurant,nicks-pizza-restaurant-bronx,pizza,4,37,10469
,,,,,
Gun Hill Brewing Company,gun-hill-brewing-company-bronx,breweries,4.5,93,10469
,,,,,
Battaglia's Market,battaglias-market-bronx,meats,4.5,24,10469
,,,,,
Dominicks Pizzeria,dominicks-pizzeria-bronx-2,pizza,4.5,19,10469
,,,,,
Caridad and Louie's Restaurant,caridad-and-louies-restaurant-bronx,italian,3.5,84,10469
,,,,,
Venezia Pizzeria,venezia-pizzeria-bronx,pizza,4.5,29,10469
,,,,,
7 Spices Carribean Restaurant,7-spices-carribean-restaurant-new-york,caribbean,4.5,5,10469
,,,,,
Verona Pizza & Italian,verona-pizza-and-italian-bronx,italian,4.5,13,10467
,,,,,
Fresh Tortillas,fresh-tortillas-bronx-5,japanese,3.5,36,10461
,,,,,
Estrellita Poblana II,estrellita-poblana-ii-bronx,mexican,3.5,62,10467
,,,,,
Panera Bread,panera-bread-bronx,sandwiches,3,71,10475
,,,,,
Sorrento Pizzeria,sorrento-pizzeria-bronx,pizza,4,59,10461
,,,,,
Pasta-Pasta,pasta-pasta-bronx,italian,3.5,37,10461
,,,,,
Jake's Steakhouse,jakes-steakhouse-bronx-5,steak,4,132,10471
,,,,,
Tokyo House,tokyo-house-bronx,japanese,4,40,10471
,,,,,
Santa Fe Grill & Bar,santa-fe-grill-and-bar-bronx,mexican,3.5,58,10471
,,,,,
Dino's Pizza,dinos-pizza-bronx,pizza,4.5,51,10471
,,,,,
Gruenebaum's,gruenebaums-bronx,bakeries,3.5,19,10471
,,,,,
Broadway Joe's Pizza,broadway-joes-pizza-bronx,pizza,4,37,10471
,,,,,
Best Deli & Grill,best-deli-and-grill-bronx,delis,4.5,13,10471
,,,,,
New Riverdale Deli,new-riverdale-deli-bronx,delis,3.5,26,10463
,,,,,
Tin Marin,tin-marin-bronx,tapasmallplates,3.5,167,10463
,,,,,
Yokohama Japanese Restaurant,yokohama-japanese-restaurant-bronx,japanese,3.5,28,10463
,,,,,
Tierney Fine Foods,tierney-fine-foods-bronx,delis,4,18,10471
,,,,,
The Barbecue Pit,the-barbecue-pit-bronx,bbq,3.5,77,10471
,,,,,
Riverdale Pie Guys,riverdale-pie-guys-bronx,pizza,4.5,45,10471
,,,,,
The Bronx Burger House,the-bronx-burger-house-bronx,burgers,3.5,159,10471
,,,,,
Pupuseria Salvadorenia,pupuseria-salvadorenia-bronx,salvadoran,5,13,10472
,,,,,
Sabrosura 2,sabrosura-2-bronx,spanish,3.5,58,10472
,,,,,
White Castle,white-castle-bronx-5,hotdogs,3.5,17,10472
,,,,,
Taqueria Los Reyes,taqueria-los-reyes-bronx,mexican,4,25,10462
,,,,,
Slim To Go,slim-to-go-east-bronx,newamerican,4.5,13,10462
,,,,,
Domand Deli & Caterers,domand-deli-and-caterers-bronx,delis,4.5,13,10462
,,,,,
Texas Chicken & Burgers,texas-chicken-and-burgers-east-bronx,chicken_wings,4.5,6,10462
,,,,,
Pizza Italia,pizza-italia-bronx-2,pizza,4,31,10473
,,,,,
Mr Dre Kitchen Bar,mr-dre-kitchen-bar-college-point-2,bars,4.5,67,11356
,,,,,
Ole Mexican Grille,ole-mexican-grille-college-point,mexican,4.5,71,11356
,,,,,
Benateri's Italian Gourmet Deli,benateris-italian-gourmet-deli-college-point,delis,4.5,60,11356
,,,,,
Five Guys Burgers and Fries,five-guys-burgers-and-fries-queens-9,burgers,4,114,11356
,,,,,
Little Pepper,little-pepper-college-point,szechuan,4,202,11356
,,,,,
Fratelli's Pizza Cafe,fratellis-pizza-cafe-bronx,pizza,3.5,19,10474
,,,,,
City Tamale,city-tamale-bronx-3,mexican,5,3,10474
,,,,,
Delfini Restaurant,delfini-restaurant-bronx,newamerican,3,8,10474
,,,,,
Randall Restaurant,randall-restaurant-bronx,latin,3.5,8,10474
,,,,,
Famous Famiglia,famous-famiglia-east-elmhurst,pizza,3.5,7,11371
,,,,,
Hunts Point Juice Bar,hunts-point-juice-bar-west-bronx,juicebars,4.5,10,10474
,,,,,
Mosner Family Brands,mosner-family-brands-bronx,meats,5,22,10474
,,,,,
Bayside Seafood Company,bayside-seafood-company-bronx,seafood,5,2,10474
,,,,,
Jimbo's Hamburger Palace,jimbos-hamburger-palace-new-york-9,burgers,3.5,14,10459
,,,,,
The Locust Restaurant,the-locust-restaurant-bronx,newamerican,4,4,10454
,,,,,
Maravilla's Bar & Grill,maravillas-bar-and-grill-bronx,bars,5,3,10473
,,,,,
Capri IV Deli Inc,capri-iv-deli-inc-bronx,delis,4,6,10475
,,,,,
Xin Hi,xin-hi-east-bronx,chinese,3.5,14,10475
,,,,,
Jr Gourmet Deli,jr-gourmet-deli-bronx,delis,5,4,10475
,,,,,
Townhouse Restaurant,townhouse-restaurant-bronx-2,tradamerican,3.5,9,10475
,,,,,
Bagels On Bartow,bagels-on-bartow-bronx,bagels,4,19,10475
,,,,,
Dallas BBQ,dallas-bbq-bronx-2,bbq,2.5,125,10475
,,,,,
Red Robin Gourmet Burgers,red-robin-gourmet-burgers-bronx,burgers,2.5,113,10475
