name,id,top_category,rating,review_count,postal_code
,,,,,
McDonald's,mcdonalds-queens-5,hotdogs,2,23,11415
,,,,,
Subway,subway-kew-gardens,sandwiches,3.5,5,11415
,,,,,
Nathan's,nathans-kew-gardens,newamerican,2,1,11415
,,,,,
Kew Gardens Wines & Liquors,kew-gardens-wines-and-liquors-kew-gardens,beer_and_wine,5,2,11415
,,,,,
China Garden,china-garden-queens-2,chinese,3,2,11415
,,,,,
Hot Tasty Bakery Coffee,hot-tasty-bakery-coffee-kew-gardens,coffee,2.5,40,11415
,,,,,
Samurai Sam's,samurai-sams-kew-gardens,japanese,2.5,2,11415
,,,,,
Halal Food Cart,halal-food-cart-kew-gardens,halal,3.5,8,11415
,,,,,
Duane Reade,duane-reade-kew-gardens,drugstores,3,16,11415
,,,,,
Starbucks,starbucks-queens-4,coffee,4,61,11415
,,,,,
O' Tea,o-tea-forest-hills,desserts,5,4,11375
,,,,,
Holiday World,holiday-world-forest-hills,grocery,4,1,11375
,,,,,
Primadonna,primadonna-forest-hills,pizza,3,62,11375
,,,,,
Boulevard Palace,boulevard-palace-forest-hills,chinese,2.5,3,11375
,,,,,
Friend's Coffee Shop,friends-coffee-shop-forest-hills,sandwiches,3.5,13,11375
,,,,,
Elmont Deli & Grocery,elmont-deli-and-grocery-elmont,grocery,4,11,11003
,,,,,
Dunkin' Donuts,dunkin-donuts-elmont-7,donuts,5,1,11003
,,,,,
Golden Krust,golden-krust-cambria-heights,tradamerican,2.5,15,11411
,,,,,
Szechuan Delight,szechuan-delight-elmont,chinese,2.5,7,11003
,,,,,
Nino's Pizzeria,ninos-pizzeria-elmont,pizza,2.5,9,11003
,,,,,
Burger King,burger-king-elmont,burgers,2,8,11003
,,,,,
Buff Patty Restaurant & Bakery,buff-patty-restaurant-and-bakery-elmont,caribbean,2,13,11003
,,,,,
Subway,subway-elmont-2,sandwiches,2,2,11003
,,,,,
Red Snapper Seafood Kitchen,red-snapper-seafood-kitchen-elmont,seafood,5,5,11003
,,,,,
Cafe Moments,cafe-moments-elmont,cafes,3,16,11003
,,,,,
Tiffany's West Indian Bakery,tiffanys-west-indian-bakery-cambria-heights,bakeries,5,2,11411
,,,,,
China Pan,china-pan-elmont,chinese,4.5,4,11003
,,,,,
Wok & Grill,wok-and-grill-elmont,indpak,4.5,2,11003
,,,,,
Linden Superette,linden-superette-cambria-heights,restaurants,4,1,11411
,,,,,
T & G Flavors,t-and-g-flavors-queens,caribbean,2.5,3,11411
,,,,,
Hamza & Madina,hamza-and-madina-glen-oaks,streetvendors,4.5,57,11004
,,,,,
Texas Chicken & Burgers,texas-chicken-and-burgers-queens-2,chicken_wings,3.5,34,11004
,,,,,
Asian Bowl Restaurant,asian-bowl-restaurant-bellerose-2,chinese,3.5,99,11426
,,,,,
Jackson Diner,jackson-diner-floral-park,indpak,4,55,11004
,,,,,
Mumbai Xpress,mumbai-xpress-floral-park,indpak,4,122,11004
,,,,,
Majlis Hookah Lounge & Cafe,majlis-hookah-lounge-and-cafe-bellerose-2,hookah_bars,3.5,113,11426
,,,,,
Namaste Authenic Indian Cuisine,namaste-hello-floral-park,indpak,4.5,26,11004
,,,,,
Chick In,chick-in-queens-village-2,halal,3.5,72,11427
,,,,,
Santoor Grill,santoor-grill-glen-oaks,indpak,3.5,231,11004
,,,,,
Taco King,taco-king-glen-oaks,mexican,3,43,11004
,,,,,
Cara Mia Restaurant,cara-mia-restaurant-queens-village-2,italian,4,113,11427
,,,,,
Sapore di Casa Pizzeria & Restaurant,sapore-di-casa-pizzeria-and-restaurant-oakland-gardens-2,pizza,4,48,11364
,,,,,
Vito's Pizza & Italian Restaurant,vitos-pizza-and-italian-restaurant-oakland-gardens-2,pizza,4,42,11364
,,,,,
Osaka,osaka-oakland-gardens-2,japanese,3.5,122,11364
,,,,,
Doty's,dotys-queens-village,filipino,3.5,24,11428
,,,,,
Rice & Beans Restaurant,rice-and-beans-restaurant-queens-village,spanish,4.5,43,11413
,,,,,
China King,china-king-queens-village,chinese,4,24,11428
,,,,,
Villa Rustica Ristorante & Pizzeria,villa-rustica-ristorante-and-pizzeria-oakland-gardens,pizza,3,61,11364
,,,,,
Silver Moon Diner,silver-moon-diner-queens-village,diners,3,46,11427
,,,,,
Bell Diner,bell-diner-oakland-gardens,diners,3.5,83,11364
,,,,,
Buddy's Kosher Delicatessen,buddys-kosher-delicatessen-queens,delis,3.5,51,11364
,,,,,
Sushi You,sushi-you-oakland-gardens-3,sushi,4,123,11364
,,,,,
Victor's Coffee Shop,victors-coffee-shop-queens-village,diners,4,21,11428
,,,,,
El Patio,el-patio-queens-village,spanish,3.5,13,11428
,,,,,
Caribbean Delights,caribbean-delights-queens-village,caribbean,4,54,11428
,,,,,
Emilio's Mexican Grill,emilios-mexican-grill-queens-village,mexican,3.5,26,11428
,,,,,
Yummy Taco,yummy-taco-queens-village,mexican,3,27,11428
,,,,,
Crispy Chicken Restaurant,crispy-chicken-restaurant-queens-village,sandwiches,4.5,4,11428
,,,,,
Stella's Coffee Shop,stellas-coffee-shop-queens-village,coffee,4,34,11428
,,,,,
Italian Affair Pizza & Restaurants,italian-affair-pizza-and-restaurants-floral-park,pizza,4,5,11001
,,,,,
Sahil Chinese,sahil-chinese-queens,indpak,4,21,11426
,,,,,
Your Village Roti Shop,your-village-roti-shop-queens-village,indpak,3.5,25,11428
,,,,,
Fountain of Youth Juice Bar & Cafe,fountain-of-youth-juice-bar-and-cafe-queens-village,juicebars,4.5,68,11429
,,,,,
Heavenly Fritaille,heavenly-fritaille-queens-village,haitian,3.5,9,11428
,,,,,
Le Bon Pain Bakery,le-bon-pain-bakery-queens-village,bakeries,4,53,11428
,,,,,
Bento Sushi,bento-sushi-jamaica,japanese,3.5,8,11430
,,,,,
Blue Smoke - JFK Terminal 4,blue-smoke-jfk-terminal-4-queens,bbq,2.5,55,11430
,,,,,
Caviar House & Prunier,caviar-house-and-prunier-new-york,seafood,3.5,17,11430
,,,,,
MUJI to GO,muji-to-go-jamaica,giftshops,4,33,11430
,,,,,
Brooklyn Deli,brooklyn-deli-queens,delis,3,44,11430
,,,,,
JetBlue CIBO Express Foodcourt,jetblue-cibo-express-foodcourt-jamaica,food_court,3,89,11430
,,,,,
Shake Shack,shake-shack-jamaica-4,burgers,3.5,345,11430
,,,,,
5ive Steak,5ive-steak-jamaica,steak,2.5,132,11430
,,,,,
Aeronuova,aeronuova-jamaica,italian,3,93,11422
,,,,,
Boar's Head,boars-head-queens,sandwiches,4.5,4,11430
,,,,,
La Vie,la-vie-queens,french,3.5,67,11422
,,,,,
Qdoba Mexican Grill,qdoba-mexican-grill-jamaica,mexican,4,6,11430
,,,,,
Caribbean Style Cuisine,caribbean-style-cuisine-jamaica,caribbean,3,11,11436
,,,,,
144 Restaurant and Lounge,144-restaurant-and-lounge-jamaica,newamerican,3,32,11436
,,,,,
Brick Town Kitchen,brick-town-kitchen-jamaica-2,desserts,4,1,11433
,,,,,
John's Restaurant - Gertz Plaza,johns-restaurant-gertz-plaza-new-york,pizza,5,1,11433
,,,,,
Perfecto Pizza,perfecto-pizza-jamaica,pizza,4,2,11432
,,,,,
Jamaica Cafe,jamaica-cafe-jamaica-4,chinese,4.5,2,11423
,,,,,
Jamaica Paradise,jamaica-paradise-jamaica,chinese,4,1,11432
,,,,,
New King Wok Restaurant,new-king-wok-restaurant-jamaica,chinese,3,7,11435
,,,,,
Frank's Pizzeria Parlor,franks-pizzeria-parlor-jamaica,pizza,3,5,11435
,,,,,
Subway,subway-jamaica-4,hotdogs,2,1,11435
,,,,,
New King Chef,new-king-chef-jamaica,restaurants,3.5,2,11435
,,,,,
El Dorado Restaurant,el-dorado-restaurant-jamaica,mexican,2.5,4,11435
,,,,,
Beky Bakery and Coffee Shop,beky-bakery-and-coffee-shop-jamaica,bakeries,4.5,2,11421
,,,,,
El Jacal Mexicano Deli,el-jacal-mexicano-deli-jamaica,mexican,4,1,11413
,,,,,
The Door,the-door-jamaica-3,caribbean,3.5,9,11432
,,,,,
Roti Corner,roti-corner-jamaica,indpak,3,3,11432
,,,,,
New Sunny Garden Restaurant,new-sunny-garden-restaurant-jamaica,restaurants,4,1,11432
,,,,,
Kassim's Bakery & Take Out Restaurant,kassims-bakery-and-take-out-restaurant-jamaica,restaurants,4,9,11432
,,,,,
Amina Thai,amina-thai-jamaica,asianfusion,3.5,90,11432
,,,,,
Richie's Place Coffee Shop,richies-place-coffee-shop-jamaica,breakfast_brunch,4,27,11432
,,,,,
Sagar Restaurant,sagar-restaurant-jamaica,indpak,3.5,83,11432
,,,,,
Vintage Curry,vintage-curry-jamaica,indpak,4,36,11432
,,,,,
Tierras Centro Americanas,tierras-centro-americanas-jamaica,latin,4,28,11432
,,,,,
King Kabab,king-kabab-jamaica,indpak,4,22,11432
,,,,,
Genesis,genesis-jamaica,caribbean,3.5,70,11432
,,,,,
Spicy Lanka,spicy-lanka-jamaica,srilankan,4.5,78,11432
,,,,,
Anita's Roti Shop,anitas-roti-shop-jamaica,trinidadian,4,25,11433
,,,,,
Margherita Pizza,margherita-pizza-jamaica,pizza,4.5,155,11432
,,,,,
New Rancheros,new-rancheros-jamaica,spanish,5,2,11432
,,,,,
Let's Get Juiced,lets-get-juiced-new-york,foodstands,4.5,9,11432
,,,,,
PP Boy Japan Teriyaki & Sushi,pp-boy-japan-teriyaki-and-sushi-jamaica,japanese,4,53,11432
,,,,,
New York Fried Chicken Shake n Burger,new-york-fried-chicken-shake-n-burger-jamaica,tradamerican,4.5,8,11435
,,,,,
Puerto Plata Restaurant,puerto-plata-restaurant-jamaica-2,dominican,4,24,11435
,,,,,
A-Churrasqueira Restaurant & Bar,a-churrasqueira-restaurant-and-bar-jamaica,steak,4,66,11435
,,,,,
Beijing Dumpling House,beijing-dumpling-house-jamaica,bubbletea,4,73,11435
,,,,,
Bella's Place Restaurant,bellas-place-restaurant-jamaica,mexican,4,18,11435
,,,,,
El Comal,el-comal-jamaica,salvadoran,4,26,11418
,,,,,
Jennifer's Restaurant,jennifers-restaurant-jamaica,spanish,4,37,11432
,,,,,
Smile of the Beyond,smile-of-the-beyond-jamaica,vegetarian,4.5,30,11432
,,,,,
Hado Sushi,hado-sushi-briarwood-2,asianfusion,4,217,11435
,,,,,
Corazon Latino,corazon-latino-jamaica,latin,4,19,11435
,,,,,
The Panorama of My Silence-Heart,the-panorama-of-my-silence-heart-jamaica-2,coffee,4.5,180,11432
,,,,,
John's Pizzeria & Restaurant,johns-pizzeria-and-restaurant-jamaica-2,pizza,4,106,11432
,,,,,
Popeyes,popeyes-jamaica-4,chicken_wings,3,8,11436
,,,,,
New Chinatown Restaurant,new-chinatown-restaurant-south-ozone-park,chinese,4.5,6,11420
,,,,,
Dee & L's Pizza Plus,dee-and-ls-pizza-plus-jamaica,pizza,4,4,11436
,,,,,
Kennedy Fried Chicken,kennedy-fried-chicken-south-ozone-park,restaurants,3,6,11420
,,,,,
Naan & Grill,naan-and-grill-jamaica,indpak,4,11,11434
,,,,,
Silver Krust,silver-krust-jamaica,caribbean,4.5,7,11434
,,,,,
China Inn Express,china-inn-express-new-york,chinese,3,34,11434
,,,,,
Panda Chinese Restaurant,panda-chinese-restaurant-jamaica,chinese,3,22,11436
,,,,,
Poor Freddie's Rib Shack,poor-freddies-rib-shack-jamaica-2,soulfood,2.5,45,11435
,,,,,
Rochdale Village Cafe,rochdale-village-cafe-jamaica,newamerican,4.5,5,11434
,,,,,
Subway,subway-new-york-344,sandwiches,4,1,11439
,,,,,
Montgoris,montgoris-jamaica,newamerican,3.5,3,11439
,,,,,
Wo Kee Noodle,wo-kee-noodle-fresh-meadow,cantonese,3,26,11366
,,,,,
Juicy Bakery & Coffee Shop,juicy-bakery-and-coffee-shop-queens,coffee,4.5,18,11366
,,,,,
Vincenzo's Pizza,vincenzos-pizza-fresh-meadows,pizza,3.5,52,11366
,,,,,
Empire Deli Plus,empire-deli-plus-fresh-meadows,delis,4.5,4,11366
,,,,,
168 Hi Tea,168-hi-tea-fresh-meadows,coffee,3,22,11366
,,,,,
Saigon Asian Cuisine,saigon-asian-cuisine-fresh-meadows,vietnamese,2.5,64,11366
,,,,,
Subway,subway-fresh-meadows-2,sandwiches,3.5,6,11366
,,,,,
New Yummy Taco,new-yummy-taco-jamaica,tex-mex,3,46,11366
,,,,,
Green Apple Food Court,green-apple-food-court-jamaica,food_court,3.5,4,11433
,,,,,
Pretzel King,pretzel-king-jamaica,restaurants,5,1,11432
,,,,,
South Road Guy R Deli,south-road-guy-r-deli-jamaica-3,grocery,4.5,5,11433
,,,,,
Walgreens,walgreens-jamaica-4,drugstores,3,13,11432
,,,,,
Golden Krust,golden-krust-jamaica,restaurants,3,12,11433
,,,,,
House Suedajoy Restaurant And Catering Services,house-suedajoy-restaurant-and-catering-services-jamaica,newamerican,3,1,11433
,,,,,
Subway,subway-jamaica-3,sandwiches,2,7,11433
,,,,,
Taco Bell,taco-bell-jamaica,hotdogs,3.5,8,11432
,,,,,
Taste and See Restaurant,taste-and-see-restaurant-jamaica,restaurants,4,2,11432
,,,,,
Fetta Pizza,fetta-pizza-new-york,pizza,4.5,4,11432
,,,,,
Wendy's,wendys-jamaica,hotdogs,2,21,11432
,,,,,
Sam's Fried Ice Cream,sams-fried-ice-cream-jamaica,icecream,5,62,11432
,,,,,
Applebee's,applebees-jamaica,sportsbars,2,88,11432
,,,,,
Archer Avenue Deli,archer-avenue-deli-jamaica,delis,3,1,11433
,,,,,
Burger King,burger-king-jamaica,hotdogs,1.5,12,11432
,,,,,
Halal Cart,halal-cart-new-york-44,halal,3,4,11432
,,,,,
Big Apple Bagels,big-apple-bagels-fishers-2,bagels,3.5,23,46038
,,,,,
City Barbeque,city-barbeque-fishers,catering,4,76,46038
,,,,,
Raagini,raagini-baldwin,indpak,4.5,103,11510
,,,,,
Jeremy's Ale House,jeremys-ale-house-freeport,seafood,4,123,11520
,,,,,
Nautilus Cafe,nautilus-cafe-freeport,seafood,4,68,11520
,,,,,
Tony Cuban,tony-cuban-freeport,seafood,4,130,11520
,,,,,
Sweet & Savory Cafe,sweet-and-savory-cafe-baldwin,cafes,4.5,76,11510
,,,,,
Sazon Dominicano,sazon-dominicano-freeport,latin,4,88,11520
,,,,,
Imperial Diner,imperial-diner-freeport,diners,4,141,11520
,,,,,
BURGERFI,burgerfi-oceanside,tradamerican,3.5,155,11572
,,,,,
Louisiana Joe's Sandwich Shop,louisiana-joes-sandwich-shop-oceanside,cajun,4.5,55,11572
,,,,,
Seven Brothers Gourmet,seven-brothers-gourmet-oceanside,gourmet,4.5,17,11572
,,,,,
Benny B's,benny-bs-baldwin,bbq,4.5,56,11510
,,,,,
EGP Oceanside,egp-oceanside-oceanside,gastropubs,4,236,11572
,,,,,
The Buoy Bar Waterfront Grille,the-buoy-bar-waterfront-grille-point-lookout,seafood,3.5,97,11569
,,,,,
The Point Ale House & Grill,the-point-ale-house-and-grill-point-lookout,bars,4,80,11569
,,,,,
Salt Air Cafe,salt-air-cafe-point-lookout,cafes,4.5,57,11569
,,,,,
Bigelow's New England Fried Clams,bigelows-new-england-fried-clams-rockville-centre,seafood,4,272,11570
,,,,,
Slider Joe's,slider-joes-rockville-centre,newamerican,4,87,11570
,,,,,
Left Coast Kitchen & Cocktails,left-coast-kitchen-and-cocktails-merrick-2,newamerican,4,357,11566
,,,,,
Viaggio Tapas,viaggio-tapas-rockville-centre,spanish,4.5,207,11570
,,,,,
Freshark Juice Bar & Grill,freshark-juice-bar-and-grill-rockville-centre-2,juicebars,4,83,11570
,,,,,
Abeetza Pizza,abeetza-pizza-greenvale,pizza,4,58,11548
,,,,,
Bar Frites,bar-frites-greenvale,french,3.5,197,11548
,,,,,
Greenvale Townhouse Restaurant,greenvale-townhouse-restaurant-greenvale,diners,3,45,11548
,,,,,
Sarin Thai,sarin-thai-greenvale,thai,4,114,11548
,,,,,
Barefoot Peddler,barefoot-peddler-greenvale,tradamerican,3,76,11548
,,,,,
Ben's Kosher Delicatessen Restaurant & Caterers,bens-kosher-delicatessen-restaurant-and-caterers-greenvale,delis,3.5,51,11548
,,,,,
Moe's Southwest Grill,moes-southwest-grill-greenvale,tex-mex,3.5,43,11548
,,,,,
Golden Cove Restaurant,golden-cove-restaurant-greenvale,chinese,4,18,11548
,,,,,
Heirloom Tavern,heirloom-tavern-glen-head,newamerican,4.5,91,11545
,,,,,
Jack's Shack,jacks-shack-glen-head-6,sandwiches,3.5,59,11545
,,,,,
Pita Station,pita-station-glen-head,mediterranean,3.5,44,11545
,,,,,
Promise Deli,promise-deli-glen-head,delis,4.5,11,11545
,,,,,
Kotobuki Restaurant,kotobuki-restaurant-roslyn,japanese,4,279,11576
,,,,,
La Bottega,la-bottega-roslyn,italian,3.5,37,11576
,,,,,
Shish Kebab Grill,shish-kebab-grill-roslyn,turkish,4.5,26,11576
,,,,,
Besito Mexican Restaurant,besito-mexican-restaurant-roslyn-21,mexican,4,455,11576
,,,,,
Delicacies Gourmet,delicacies-gourmet-roslyn,catering,3,55,11576
,,,,,
Thyme,thyme-roslyn,newamerican,4,148,11576
,,,,,
Roslyn Village Pizza,roslyn-village-pizza-roslyn-heights,pizza,4.5,11,11577
,,,,,
Kitchen Kabaret,kitchen-kabaret-roslyn-heights-2,catering,3.5,93,11577
,,,,,
La Bottega,la-bottega-merrick-2,italian,4,33,11566
,,,,,
Anchor Down,anchor-down-merrick,seafood,4.5,157,11566
,,,,,
Gyro Palace,gyro-palace-merrick,greek,3.5,66,11566
,,,,,
Smith St Delicatessen,smith-st-delicatessen-merrick,delis,4,38,11566
,,,,,
Taka Merrick,taka-merrick-merrick-2,asianfusion,4,42,11566
,,,,,
Souper Fry,souper-fry-merrick,hotdogs,4,106,11566
,,,,,
The 3rd Rail,the-3rd-rail-bellmore,tradamerican,4,85,11710
,,,,,
Morning Rose Cafe,morning-rose-cafe-bellmore,cafes,4,263,11710
,,,,,
Chicken's Road,chickens-road-bellmore,latin,3.5,99,11710
,,,,,
Gyros & Heros,gyros-and-heros-north-bellmore,tradamerican,4.5,61,11710
,,,,,
One Block East,one-block-east-wantagh,newamerican,4,91,11793
,,,,,
Snaps American Bistro,snaps-american-bistro-wantagh-2,newamerican,4,327,11793
,,,,,
My Hero,my-hero-merrick,delis,4.5,128,11566
,,,,,
Mim's Restaurant,mims-restaurant-roslyn-heights,newamerican,4,162,11577
,,,,,
Center Cuts,center-cuts-roslyn-heights,butcher,4.5,25,11577
,,,,,
Ravagh Persian Grill,ravagh-persian-grill-roslyn-heights,mideastern,4,140,11577
,,,,,
Skinny Pizza,skinny-pizza-roslyn-heights-3,pizza,4,59,11577
,,,,,
Green Cactus Mexican Grill,green-cactus-mexican-grill-roslyn-heights-2,mexican,3.5,66,11577
,,,,,
GrillMark,grillmark-albertson-2,mediterranean,4,84,11507
,,,,,
Parkway Deli & Catering,parkway-deli-and-catering-albertson,delis,4,56,11507
,,,,,
Chicken Kebab,chicken-kebab-roslyn-heights,turkish,3.5,78,11577
,,,,,
Tinbu Asian Restaurant,tinbu-asian-restaurant-williston-park,sushi,4,26,11596
,,,,,
Gino's Pizza,ginos-pizza-williston-park,pizza,4,33,11596
,,,,,
Taco Bennito,taco-bennito-williston-park,mexican,4,22,11596
,,,,,
Fresco Creperie & Cafe,fresco-creperie-and-cafe-williston-park-2,coffee,4.5,114,11596
,,,,,
Sweet To Lick,sweet-to-lick-williston-park-3,bakeries,4.5,81,11596
,,,,,
The BBG NY,the-bbg-ny-williston-park-3,steak,4,81,11596
,,,,,
Chen Kitchen,chen-kitchen-williston-park,chinese,4.5,18,11596
,,,,,
Miraj Healthy Grill,miraj-healthy-grill-williston-park,persian,3.5,121,11596
,,,,,
Ali Baba's,ali-babas-valley-stream,mediterranean,4,51,11580
,,,,,
Dawat E Khaas Restaurant,dawat-e-khaas-restaurant-valley-stream,indpak,3.5,21,11580
,,,,,
P J Harper's,p-j-harpers-valley-stream,tradamerican,3.5,32,11580
,,,,,
Sip This,sip-this-valley-stream,coffee,4.5,162,11580
,,,,,
Chicken Gyro Delicious,chicken-gyro-delicious-valley-stream-2,mediterranean,4,71,11580
,,,,,
San Antonio Bakery,san-antonio-bakery-valley-stream,bakeries,4,33,11580
,,,,,
Maria's Sandwiches & Sweets,marias-sandwiches-and-sweets-valley-stream,delis,3,32,11580
,,,,,
Ancona Pizzeria,ancona-pizzeria-valley-stream,pizza,3.5,82,11580
,,,,,
Mitchell's Restaurant,mitchells-restaurant-valley-stream,tradamerican,3.5,92,11580
,,,,,
Charlie Meaney's Bar & Grill,charlie-meaneys-bar-and-grill-valley-stream,tradamerican,3.5,57,11580
,,,,,
T & F Italian Deli & Pork Store,t-and-f-italian-deli-and-pork-store-valley-stream,delis,5,6,11580
,,,,,
Buffalo's Best Philly & Wings,buffalos-best-philly-and-wings-valley-stream,newamerican,4.5,5,11581
,,,,,
Roro's Gyro,roros-gyro-valley-stream,tradamerican,4.5,40,11581
,,,,,
Gino's Pizza,ginos-pizza-elmont,pizza,4,83,11003
,,,,,
Chateau Coffee Shop,chateau-coffee-shop-woodmere,sandwiches,4.5,30,11598
,,,,,
XO Sushi,xo-sushi-woodmere,sushi,4.5,30,11598
,,,,,
Friendlier Restaurant & Pizzeria,friendlier-restaurant-and-pizzeria-woodmere,pizza,4,22,11598
,,,,,
Holy Schnitzel,holy-schnitzel-cedarhurst,kosher,3.5,18,11516
,,,,,
Tamburino's Deli,tamburinos-deli-cedarhurst,delis,4.5,55,11516
,,,,,
Istanbul Grill & Bar,istanbul-grill-and-bar-hewlett,bars,4.5,45,11557
,,,,,
Ay! Caramba,ay-caramba-hewlett,mexican,3,67,11557
,,,,,
Pantano Kitchen,pantano-kitchen-hewlett,delis,3,41,11557
,,,,,
Mike's Burgers,mikes-burgers-cedarhurst,kosher,4,25,11516
,,,,,
Xaga,xaga-hewlett,sushi,4,63,11557
,,,,,
The Pizza Place,the-pizza-place-hewlett,pizza,3.5,48,11557
,,,,,
John's Coffee Shop,johns-coffee-shop-cedarhurst,sandwiches,4,5,11516
,,,,,
D & Y Kitchen,d-and-y-kitchen-hewlett,thai,4,15,11557
,,,,,
The Upper Crust,the-upper-crust-cedarhurst,pizza,3.5,22,11516
,,,,,
Marinara,marinara-hewlett,pizza,4,106,11557
,,,,,
Carlos & Gabby's,carlos-and-gabbys-lawrence,mexican,3.5,29,11559
,,,,,
Ahuva's Grill,ahuvas-grill-hewlett,mediterranean,3.5,41,11557
,,,,,
Sushi Tokyo,sushi-tokyo-lawrence,sushi,4,27,11559
,,,,,
Gino's Pizza,ginos-pizza-lawrence,pizza,3.5,15,11559
,,,,,
Sherwood Diner,sherwood-diner-lawrence,tradamerican,3.5,74,11559
,,,,,
The Red Top Pit Stop,the-red-top-pit-stop-lakeland,burgers,4.5,48,33809
,,,,,
Top King Food Mary #2,top-king-food-mary-2-lakeland,grocery,4,1,33809
,,,,,
Bilagáana's Frybread,bilagáanas-frybread-lakeland,streetvendors,4,1,33810
,,,,,
Vfw Post 8002,vfw-post-8002-lakeland-2,tradamerican,4,1,33809
,,,,,
The Boon Docks,the-boon-docks-lakeland,restaurants,4,1,33809
,,,,,
Granger & Sons Bar-B-Que & Steakhouse,granger-and-sons-bar-b-que-and-steakhouse-lakeland,bbq,4.5,23,33809
,,,,,
Marco's Pizza,marcos-pizza-lakeland-2,pizza,2,4,33810
,,,,,
716 Burgers & Brew,716-burgers-and-brew-lakeland-2,tradamerican,3.5,9,33810
,,,,,
Sorrento Pizzeria & Restaurant,sorrento-pizzeria-and-restaurant-lakeland,pizza,4.5,8,33810
,,,,,
Biancas Bakery And Cafe,biancas-bakery-and-cafe-lakeland,cafes,5,3,33810
,,,,,
Huntinghills Restaurant and Lounge,huntinghills-restaurant-and-lounge-lakeland,lounges,5,2,33810
,,,,,
Lakeland Eats,lakeland-eats-lakeland,newamerican,5,2,33809
,,,,,
Checkers,checkers-lakeland-2,,1.5,2,33809
,,,,,
Long John Silver's,long-john-silvers-lakeland,seafood,1,3,33809
,,,,,
Taco Bell,taco-bell-lakeland-4,tex-mex,4.5,2,33809
,,,,,
Walgreens,walgreens-lakeland-11,drugstores,3,2,33809
,,,,,
Publix Super Markets,publix-super-markets-lakeland-11,grocery,4.5,12,33809
,,,,,
Papa John's Pizza,papa-johns-pizza-lakeland-3,pizza,3.5,3,33809
,,,,,
Subway,subway-lakeland-9,hotdogs,4,1,33809
,,,,,
China Mei Wei Buffet,china-mei-wei-buffet-lakeland,chinese,2.5,8,33809
,,,,,
Magic Wok,magic-wok-far-rockaway,chinese,4,8,11691
,,,,,
Robert's Delight,roberts-delight-far-rockaway,caribbean,4,5,11691
,,,,,
Tacos Y Mas,tacos-y-mas-far-rockaway,mexican,3.5,28,11691
,,,,,
Mario's,marios-far-rockaway-2,chicken_wings,5,4,11691
,,,,,
Fish And Dish,fish-and-dish-far-rockaway,seafood,4,8,11691
,,,,,
Giardinetto Ristorante Italiano,giardinetto-ristorante-italiano-inwood,italian,3.5,26,11096
,,,,,
Atlantic Beach Cafe Bagel & Deli,atlantic-beach-cafe-bagel-and-deli-atlantic-beach,delis,3.5,15,11509
,,,,,
Last Dragon Pizza,last-dragon-pizza-arverne-2,pizza,5,6,11692
,,,,,
Thai Kitchen By The Sea,thai-kitchen-by-the-sea-arverne,thai,3,75,11692
,,,,,
Boardwalk Pizza,boardwalk-pizza-rockaway,italian,4.5,64,11692
,,,,,
Anthony's,anthonys-atlantic-beach,italian,4,21,11509
,,,,,
Dickey's Barbecue Pit,dickeys-barbecue-pit-lawrence,bbq,4,56,11559
,,,,,
Goody's BBQ Chicken & Ribs,goodys-bbq-chicken-and-ribs-arverne,bbq,4,33,11692
,,,,,
Panera Bread,panera-bread-lawrence-2,sandwiches,4,41,11559
,,,,,
The Resturant,the-resturant-new-york,breakfast_brunch,4.5,5,11693
,,,,,
Tacoway Beach,tacoway-beach-rockaway-beach,mexican,4.5,104,11693
,,,,,
Rippers,rippers-far-rockaway,foodstands,3.5,83,11693
,,,,,
Sayra's Wine Bar,sayras-wine-bar-far-rockaway,wine_bars,4,50,11693
,,,,,
Holland Helado,holland-helado-far-rockaway,foodstands,5,2,11693
,,,,,
Elegante Restaurant,elegante-restaurant-rockaway-beach-2,pizza,4,45,11693
,,,,,
The Rock NYC,the-rock-nyc-rockaway-beach,wine_bars,5,47,11693
,,,,,
Uma's,umas-rockaway-beach,russian,4,119,11693
,,,,,
Thai Rock,thai-rock-rockaway-beach,thai,3.5,182,11693
,,,,,
Bungalow Bar & Restaurant,bungalow-bar-and-restaurant-rockaway-beach,tradamerican,4,222,11693
,,,,,
Beach Bistro 96,beach-bistro-96-queens,brazilian,5,11,11693
,,,,,
Bayview Grille & Marina,bayview-grille-and-marina-far-rockaway-2,bars,4,35,11693
,,,,,
La Fruteria Rockaway Beach,la-fruteria-rockaway-beach-far-rockaway,coffee,4,10,11693
,,,,,
Lobster Joint,lobster-joint-far-rockaway,sandwiches,4,24,11694
,,,,,
Chicks To Go,chicks-to-go-far-rockaway,peruvian,4,44,11693
,,,,,
Low Tide Bar,low-tide-bar-rockaway,bars,4,21,11693
,,,,,
The Community House Rockaway Beach,the-community-house-rockaway-beach-far-rockaway,bars,3.5,74,11694
,,,,,
The Fisherman's Dog,the-fishermans-dog-rockaway,foodtrucks,4.5,16,11694
,,,,,
Breezy's BBQ,breezys-bbq-rockaway-beach,bbq,4,10,11211
,,,,,
La Cevicheria,la-cevicheria-queens,peruvian,4,16,11693
,,,,,
Sapienza Delicatessen & Restaurant,sapienza-delicatessen-and-restaurant-howard-beach,delis,4.5,40,11414
,,,,,
Dalton's Seaside Grill,daltons-seaside-grill-rockaway-park,seafood,4,43,11694
,,,,,
